1,2,-3.05162,0.08463326078561009
1,2,-3.06429,0.1102200159076673
1,2,-3.07559,0.0941632861788288
1,1,-3.14235,0.10111550130242511
1,2,-3.17541,0.1024240106901872
1,2,-6.18128,0.19122920913651192
1,2,-6.23820,0.19787284737912045
1,2,-6.18068,0.12579211668435894
1,2,-6.26470,0.15246902577421342
1,2,-6.17157,0.15722276978653915
1,2,-9.14543,0.2646598459507635
1,2,-9.15081,0.22258780759407992
1,2,-9.09974,0.23309855004917504
1,2,-9.09957,0.21713726766319838
1,2,-9.08203,0.20768481319318052
1,2,-9.11554,0.22625294231555584
1,2,-12.22981,0.3291626514532136
1,2,-12.24310,0.2851789927435087
1,2,-12.18153,0.2809874513684451
1,2,-12.21108,0.28478408381631826
1,2,-12.19790,0.3148548111073362
1,2,-14.85965,0.41394712940161765
1,2,-14.79393,0.3664487338695185
1,2,-14.81220,0.34440519953191384
1,2,-14.77851,0.35791326118945704
1,2,-14.74682,0.37497931100168774
