2,2,-3.10439,0.04361462549462054
2,2,-3.08612,0.038302306700162006
2,2,-3.07749,0.04748257694771664
2,2,-3.16986,0.04459813732844967
2,2,-3.13097,0.045667789377226584
2,2,-6.31831,0.07171424845891601
2,2,-6.20452,0.07080330652382029
2,2,-6.33032,0.06941907018951157
2,2,-6.27310,0.060196989870268176
2,2,-6.28799,0.0642740469092281
2,2,-9.07238,0.09395934012699714
2,2,-9.06783,0.08729965328040795
2,2,-9.03475,0.09079288942236734
2,2,-9.08696,0.09501493170409216
2,2,-9.01699,0.08745173805831874
2,2,-12.37752,0.12237205371987493
2,2,-12.45306,0.12301460118539766
2,2,-12.37744,0.11859807024841773
2,2,-12.48313,0.11674315688475931
2,2,-12.38491,0.11834743003887901
2,2,-16.07616,0.13284922924666942
2,2,-16.05079,0.13663562078036562
2,2,-16.03127,0.12167714610539138
2,2,-16.02422,0.12173779103817405
2,2,-16.02597,0.1325893363124149
1,2,-3.28649,0.13730963748906613
1,2,-3.34418,0.09391602415625518
1,2,-3.35652,0.14864117693739293
1,2,-3.47484,0.10912561486312057
1,2,-3.35581,0.11701988661578741
2,2,-6.09782,0.099944902563612
2,2,-6.05225,0.08783076798035727
2,2,-6.05848,0.10577373673267422
2,2,-6.04275,0.11307381559423618
2,2,-6.04444,0.119943898975034
2,2,-9.09772,0.14912552176399105
2,2,-9.06331,0.13387416946056033
2,2,-9.00969,0.12651226957311232
2,2,-9.07977,0.15983917377272006
2,2,-8.97067,0.16141426619842691
2,2,-9.01031,0.14487543795939736
2,2,-12.51776,0.2138405460661404
2,2,-12.42282,0.19282768470398706
2,2,-12.42865,0.21955121998770097
1,2,-12.39919,0.2450910225277731
2,2,-12.37393,0.18213113827894198
2,2,-15.68117,0.24938822390391285
2,2,-15.58427,0.24572583170568219
2,2,-15.55450,0.22860944931246868
2,2,-15.50214,0.2451323733927229
2,2,-15.56492,0.2514087050784302
1,1,-3.05859,0.4083828512129762
1,1,-3.03557,0.41640387063670364
1,1,-3.02403,0.4353119413404488
1,1,-3.08485,0.4511101132642698
1,1,-3.09331,0.49369048418844197
1,1,-6.00380,0.49083652888542406
1,1,-6.00648,0.36798293279177496
1,1,-6.02322,0.38096961109590516
1,1,-6.01586,0.3567673876296125
1,1,-5.99363,0.37100557188210653
1,1,-9.12044,0.5245010608793752
1,1,-9.15531,0.5329267769290789
1,1,-8.94153,0.5290288183902297
1,1,-9.11728,0.5314041729127547
1,1,-9.01129,0.5282386235106621
1,1,-12.51619,0.5578439800663476
1,1,-12.42197,0.54287052405517
1,1,-12.41879,0.49958826503243425
1,1,-12.39164,0.5307991296000025
1,1,-12.39301,0.5491999389581013
1,1,-15.46493,0.5723426962022545
1,1,-15.48575,0.4857367381258452
1,1,-15.36805,0.5207600314562147
1,1,-15.33981,0.48965842143497346
1,1,-15.37842,0.4993306707432104
2,2,-2.77062,0.0538710354100701
2,2,-2.77500,0.05734406633587035
2,2,-2.97893,0.07576686658674861
3,2,-2.94912,0.04730466497729897
2,2,-2.83694,0.0606158117555985
2,2,-5.70692,0.10376840790662006
3,2,-5.85390,0.09307241161145356
3,2,-5.63956,0.08487910256284045
2,2,-5.75574,0.10152165290852193
3,2,-5.78461,0.09817730950611409
3,2,-8.95944,0.13659959028088706
3,2,-8.94495,0.14427845005415008
3,2,-8.92631,0.1344257464067451
3,2,-8.93738,0.12355211549686337
3,2,-8.96037,0.12069488763607547
3,2,-12.27430,0.13503863855312578
3,2,-12.13416,0.13765715730067116
3,2,-12.30500,0.12281358001464411
3,2,-12.24820,0.13368323109628247
3,2,-12.25679,0.12485552053407528
3,2,-15.47070,0.13542285296406859
3,2,-15.43826,0.12607086221052632
3,2,-15.40764,0.13772759938512275
3,2,-15.41554,0.13187102673057435
3,2,-15.35447,0.1344233156849964
1,2,-3.08974,0.025760715411899514
1,2,-3.10075,0.05621949770979857
1,2,-3.09243,0.032125859331653885
1,2,-3.10576,0.029858479713139794
1,2,-3.10609,0.03513875967213642
1,2,-6.36598,0.10114562007965121
1,2,-6.36207,0.0907425304278384
1,2,-6.30500,0.107834336845975
1,2,-6.35270,0.12032143920286001
1,2,-6.33555,0.10446177233856976
0,2,-8.93134,0.17277053370072953
0,2,-8.92792,0.189186644597241
1,2,-8.91543,0.22079505685182202
0,2,-8.88337,0.2048100062201059
0,2,-8.83023,0.1869039251562697
0,2,-12.20719,0.190778633852242
0,2,-12.19335,0.22130315644614357
0,2,-12.18885,0.20399941056904672
0,2,-12.14018,0.23266108351537776
0,2,-12.07816,0.21504864049884556
