-1.842650933125952956e-03,-4.627107857038257471e-02
7.977450579313868223e-03,-5.535862569225417223e-02
3.344060146782355802e-02,1.457174172161218757e-02
1.266218268565956311e-02,-1.054932397232493518e-02
-1.471787906983105729e-02,-9.871088980861772097e-03
2.398733456525290950e-02,-2.753776480862845169e-02
-1.802904666393842850e-02,-3.293834166912091438e-02
-1.421024789244663272e-02,3.181083260267528190e-02
-4.572083591863695951e-02,5.242580877225962860e-02
-6.156285073925241852e-02,1.038314996218924965e-02
-2.337558644833030372e-02,2.484293045332325311e-02
-2.061123281824677606e-02,4.416750451462694155e-02
