3,0,5,0,35,1,0,0,0,0,0,0,0,0,0,0,34,11,0,0,0,30,0,0,0
0,0,0,0,0,0,0,0,2,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,39
0,0,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,35,84,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0
0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0
0,0,33,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,30,22,0,0,0
36,0,0,0,54,87,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,5,0,0,0
0,33,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,31,2,0,6,0,0
25,0,0,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,33,0,2,0
0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,36,0,0
2,0,0,0,0,0,4,27,0,33,0,0,0,0,0,4,0,0,0,0,0,0,0,23,0
30,0,0,0,0,9,0,5,0,0,38,0,4,0,0,0,0,0,0,0,0,0,0,32,0
0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,31,2,0,5,0,0,39,0,0,0,0,0,0,0,0,0,53
0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,0,0,30,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0
0,0,2,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,31,21,0,0,0,0
0,0,0,0,0,0,32,24,0,2,0,0,0,0,0,0,0,0,0,5,33,3,0,0,0
0,5,0,0,0,0,30,2,33,23,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,29,0,0,0,0,2,0,23,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,4,4,0,40,1,1,52,0,0,0,0,0,0,0,32,0
0,0,0,0,0,1,0,0,0,0,52,0,54,97,0,1,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,5,31,0,0,0,0,53,40,0,0,0,0,0,0,0,2,1
0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0
